time,open,high,low,close,tick_volume,spread,real_volume
2024-08-26 20:00:00,2518.286,2519.175,2515.486,2515.591,5986,0,0
2024-08-27 00:00:00,2515.592,2516.789,2505.896,2509.053,22336,0,0
2024-08-27 04:00:00,2509.088,2517.641,2504.655,2505.068,26075,0,0
2024-08-27 08:00:00,2504.965,2513.825,2503.536,2511.559,26398,0,0
2024-08-27 12:00:00,2511.524,2520.46,2503.516,2512.214,48508,0,0
2024-08-27 16:00:00,2512.187,2526.018,2509.91,2525.177,23153,0,0
2024-08-27 20:00:00,2525.142,2529.123,2523.86,2525.349,8417,0,0
2024-08-28 00:00:00,2525.303,2525.893,2513.248,2515.941,21493,0,0
2024-08-28 04:00:00,2515.904,2516.24,2503.299,2510.064,20548,0,0
2024-08-28 08:00:00,2510.022,2511.512,2500.77,2501.565,23934,0,0
2024-08-28 12:00:00,2501.525,2510.769,2493.578,2506.221,46293,0,0
2024-08-28 16:00:00,2506.262,2509.671,2496.444,2507.687,24076,0,0
2024-08-28 20:00:00,2507.723,2508.783,2502.84,2508.19,9898,0,0
2024-08-29 00:00:00,2508.16,2516.851,2508.057,2516.623,21228,0,0
2024-08-29 04:00:00,2516.671,2521.244,2513.886,2519.171,21931,0,0
2024-08-29 08:00:00,2519.205,2524.526,2515.123,2519.963,26137,0,0
2024-08-29 12:00:00,2519.954,2525.776,2503.638,2522.615,54558,0,0
2024-08-29 16:00:00,2522.587,2528.749,2517.498,2521.258,24608,0,0
2024-08-29 20:00:00,2521.296,2522.393,2518.974,2519.693,6693,0,0
2024-08-30 00:00:00,2519.68,2520.133,2512.372,2513.637,21045,0,0
2024-08-30 04:00:00,2513.613,2524.183,2512.22,2519.449,25286,0,0
2024-08-30 08:00:00,2519.436,2526.994,2515.067,2519.603,23783,0,0
2024-08-30 12:00:00,2519.565,2524.84,2500.313,2502.581,63695,0,0
2024-08-30 16:00:00,2502.545,2506.125,2494.166,2502.423,30945,0,0
2024-08-30 20:00:00,2502.384,2503.658,2501.918,2503.422,3429,0,0
2024-09-01 20:00:00,2502.565,2504.84,2502.022,2503.06,5448,0,0
2024-09-02 00:00:00,2503.063,2505.06,2490.057,2496.308,25628,0,0
2024-09-02 04:00:00,2496.288,2501.537,2495.271,2498.237,21574,0,0
2024-09-02 08:00:00,2498.289,2507.39,2497.162,2499.894,22661,0,0
2024-09-02 12:00:00,2499.854,2503.311,2497.752,2501.565,22586,0,0
2024-09-02 16:00:00,2501.57,2501.982,2498.661,2500.165,4070,0,0
2024-09-02 20:00:00,2499.63,2499.813,2496.57,2497.322,3832,0,0
2024-09-03 00:00:00,2497.327,2497.781,2489.74,2494.797,24470,0,0
2024-09-03 04:00:00,2494.869,2502.131,2492.808,2500.923,23132,0,0
2024-09-03 08:00:00,2500.889,2506.327,2484.698,2489.778,31488,0,0
2024-09-03 12:00:00,2489.77,2502.356,2473.362,2488.433,80885,0,0
2024-09-03 16:00:00,2488.41,2494.478,2483.959,2492.095,22590,0,0
2024-09-03 20:00:00,2492.045,2494.844,2491.398,2493.303,7758,0,0
2024-09-04 00:00:00,2493.28,2497.03,2491.373,2495.096,20659,0,0
2024-09-04 04:00:00,2495.138,2496.877,2482.001,2482.257,24347,0,0
2024-09-04 08:00:00,2482.252,2491.332,2471.906,2489.257,33197,0,0
2024-09-04 12:00:00,2489.22,2500.346,2482.136,2494.064,59843,0,0
2024-09-04 16:00:00,2494.038,2498.103,2491.512,2493.504,20662,0,0
2024-09-04 20:00:00,2493.461,2497.031,2492.912,2495.909,7108,0,0
2024-09-05 00:00:00,2495.907,2499.415,2494.543,2494.948,19007,0,0
2024-09-05 04:00:00,2494.915,2507.703,2493.839,2506.45,22995,0,0
2024-09-05 08:00:00,2506.488,2518.455,2505.995,2515.279,29365,0,0
2024-09-05 12:00:00,2515.308,2523.654,2503.877,2507.234,68395,0,0
2024-09-05 16:00:00,2507.259,2516.934,2506.154,2514.894,22235,0,0
2024-09-05 20:00:00,2514.937,2518.091,2514.882,2517.362,6585,0,0
2024-09-06 00:00:00,2517.357,2518.554,2513.127,2518.301,18788,0,0
2024-09-06 04:00:00,2518.337,2521.921,2516.358,2516.633,21452,0,0
2024-09-06 08:00:00,2516.596,2520.444,2514.749,2516.343,20925,0,0
2024-09-06 12:00:00,2516.382,2529.312,2500.483,2505.464,115927,0,0
2024-09-06 16:00:00,2505.44,2505.962,2485.144,2496.058,54116,0,0
2024-09-06 20:00:00,2496.019,2497.907,2494.818,2497.635,3872,0,0
2024-09-08 20:00:00,2497.118,2498.356,2495.587,2496.949,6151,0,0
2024-09-09 00:00:00,2496.951,2500.62,2494.791,2499.366,25642,0,0
2024-09-09 04:00:00,2499.33,2499.621,2485.583,2494.366,33568,0,0
2024-09-09 08:00:00,2494.391,2499.217,2490.02,2497.322,27711,0,0
2024-09-09 12:00:00,2497.367,2505.372,2493.311,2499.161,44383,0,0
2024-09-09 16:00:00,2499.187,2506.657,2499.187,2506.04,22601,0,0
2024-09-09 20:00:00,2506.001,2507.781,2505.301,2506.893,7031,0,0
2024-09-10 00:00:00,2506.895,2507.541,2501.45,2502.612,20844,0,0
2024-09-10 04:00:00,2502.58,2507.853,2500.816,2502.872,21452,0,0
2024-09-10 08:00:00,2502.829,2509.775,2500.132,2504.687,25357,0,0
2024-09-10 12:00:00,2504.655,2518.498,2500.934,2512.677,51627,0,0
2024-09-10 16:00:00,2512.85,2517.595,2510.773,2517.323,23233,0,0
2024-09-10 20:00:00,2517.291,2518.929,2515.83,2518.758,6470,0,0
2024-09-11 00:00:00,2518.718,2522.657,2515.02,2519.486,25490,0,0
2024-09-11 04:00:00,2519.506,2529.166,2518.599,2521.551,26760,0,0
2024-09-11 08:00:00,2521.517,2527.292,2519.84,2522.347,24356,0,0
2024-09-11 12:00:00,2522.307,2523.964,2500.924,2514.823,83228,0,0
2024-09-11 16:00:00,2514.792,2520.113,2509.861,2513.01,26825,0,0
2024-09-11 20:00:00,2512.984,2513.972,2511.35,2511.973,6768,0,0
2024-09-12 00:00:00,2511.981,2516.236,2511.053,2515.924,19225,0,0
2024-09-12 04:00:00,2515.96,2522.34,2514.525,2516.023,20559,0,0
2024-09-12 08:00:00,2515.986,2521.094,2513.041,2519.524,24077,0,0
2024-09-12 12:00:00,2519.565,2555.309,2518.942,2553.395,86209,0,0
2024-09-12 16:00:00,2553.359,2559.168,2544.948,2557.985,33515,0,0
2024-09-12 20:00:00,2557.95,2560.171,2556.819,2558.502,9495,0,0
2024-09-13 00:00:00,2558.499,2570.173,2556.86,2567.933,29572,0,0
2024-09-13 04:00:00,2568.002,2571.215,2563.148,2569.924,28689,0,0
2024-09-13 08:00:00,2569.92,2573.099,2563.734,2567.368,28544,0,0
2024-09-13 12:00:00,2567.403,2583.56,2566.113,2582.22,56644,0,0
2024-09-13 16:00:00,2582.255,2586.2,2578.67,2582.726,26091,0,0
2024-09-13 20:00:00,2582.692,2582.992,2577.784,2579.147,3420,0,0
2024-09-15 20:00:00,2578.536,2580.534,2577.662,2579.243,7258,0,0
2024-09-16 00:00:00,2579.25,2589.107,2578.967,2586.374,17149,0,0
2024-09-16 04:00:00,2586.415,2589.731,2579.532,2582.222,23114,0,0
2024-09-16 08:00:00,2582.202,2588.606,2575.365,2583.079,27346,0,0
2024-09-16 12:00:00,2583.046,2589.378,2576.137,2579.927,46610,0,0
2024-09-16 16:00:00,2579.961,2584.252,2579.604,2582.571,18868,0,0
2024-09-16 20:00:00,2582.637,2583.935,2581.889,2583.739,6361,0,0
2024-09-17 00:00:00,2583.763,2586.418,2576.851,2577.264,18556,0,0
2024-09-17 04:00:00,2577.258,2587.036,2574.61,2583.88,21590,0,0
2024-09-17 08:00:00,2583.841,2584.231,2569.759,2579.904,30580,0,0
2024-09-17 12:00:00,2579.914,2582.332,2561.795,2565.748,59180,0,0
2024-09-17 16:00:00,2565.772,2571.723,2560.741,2568.695,27630,0,0
2024-09-17 20:00:00,2568.72,2574.447,2568.367,2574.13,7347,0,0
2024-09-18 00:00:00,2574.099,2576.554,2570.096,2575.979,26181,0,0
2024-09-18 04:00:00,2576.003,2576.591,2565.761,2571.646,23030,0,0
2024-09-18 08:00:00,2571.723,2580.82,2568.042,2577.487,23519,0,0
2024-09-18 12:00:00,2577.534,2578.987,2568.045,2569.781,38403,0,0
2024-09-18 16:00:00,2569.811,2600.218,2546.908,2549.106,124417,0,0
2024-09-18 20:00:00,2549.061,2561.676,2548.381,2559.319,18598,0,0
2024-09-19 00:00:00,2559.319,2566.782,2550.974,2564.039,35526,0,0
2024-09-19 04:00:00,2564.082,2584.713,2559.644,2584.424,35048,0,0
2024-09-19 08:00:00,2584.441,2595.043,2581.416,2589.515,35280,0,0
2024-09-19 12:00:00,2589.479,2591.283,2569.833,2589.102,71083,0,0
2024-09-19 16:00:00,2589.142,2592.692,2586.007,2588.389,24412,0,0
2024-09-19 20:00:00,2588.435,2589.883,2585.956,2587.362,7655,0,0
2024-09-20 00:00:00,2587.334,2593.785,2584.794,2591.469,23777,0,0
2024-09-20 04:00:00,2591.477,2609.877,2591.338,2607.263,28193,0,0
2024-09-20 08:00:00,2607.238,2615.58,2602.515,2613.816,29452,0,0
2024-09-20 12:00:00,2613.777,2623.121,2602.595,2622.824,68628,0,0
2024-09-20 16:00:00,2622.842,2625.834,2617.914,2621.167,31784,0,0
2024-09-20 20:00:00,2621.209,2622.589,2619.18,2622.178,3387,0,0
2024-09-22 20:00:00,2621.024,2622.199,2619.71,2620.314,5588,0,0
2024-09-23 00:00:00,2620.282,2631.208,2616.096,2628.633,24230,0,0
2024-09-23 04:00:00,2628.638,2631.475,2613.879,2615.23,30293,0,0
2024-09-23 08:00:00,2615.193,2625.866,2614.644,2624.143,27327,0,0
2024-09-23 12:00:00,2624.136,2634.961,2620.098,2629.322,49960,0,0
2024-09-23 16:00:00,2629.281,2631.001,2625.745,2626.32,23789,0,0
2024-09-23 20:00:00,2626.363,2628.581,2625.894,2626.38,6389,0,0
2024-09-24 00:00:00,2626.375,2636.236,2623.8,2634.179,26496,0,0
2024-09-24 04:00:00,2634.17,2640.172,2622.604,2629.076,38911,0,0
2024-09-24 08:00:00,2629.085,2636.392,2623.419,2626.447,30084,0,0
2024-09-24 12:00:00,2626.491,2648.584,2623.543,2643.223,60532,0,0
2024-09-24 16:00:00,2643.233,2664.446,2642.43,2662.702,34486,0,0
2024-09-24 20:00:00,2662.668,2663.827,2656.497,2658.284,10838,0,0
2024-09-25 00:00:00,2658.243,2670.709,2655.507,2661.519,35901,0,0
2024-09-25 04:00:00,2661.565,2661.797,2651.424,2657.099,31503,0,0
2024-09-25 08:00:00,2657.105,2658.681,2652.806,2657.511,26645,0,0
2024-09-25 12:00:00,2657.46,2667.528,2654.235,2657.758,57689,0,0
2024-09-25 16:00:00,2657.732,2663.142,2649.668,2659.834,27532,0,0
2024-09-25 20:00:00,2659.882,2660.378,2656.283,2656.32,8998,0,0
2024-09-26 00:00:00,2656.439,2662.617,2655.361,2662.596,24560,0,0
2024-09-26 04:00:00,2662.625,2667.004,2658.01,2664.764,26485,0,0
2024-09-26 08:00:00,2664.73,2685.691,2664.683,2682.844,36299,0,0
2024-09-26 12:00:00,2682.877,2684.333,2654.797,2671.428,96436,0,0
2024-09-26 16:00:00,2671.476,2678.018,2663.026,2673.755,32686,0,0
2024-09-26 20:00:00,2673.795,2674.157,2670.91,2672.681,7405,0,0
2024-09-27 00:00:00,2672.69,2674.056,2666.27,2673.709,27855,0,0
2024-09-27 04:00:00,2673.729,2674.024,2660.97,2664.828,35688,0,0
2024-09-27 08:00:00,2664.781,2669.257,2658.364,2666.239,29569,0,0
2024-09-27 12:00:00,2666.205,2674.349,2644.785,2649.878,77142,0,0
2024-09-27 16:00:00,2649.831,2656.404,2643.074,2652.159,34800,0,0
2024-09-27 20:00:00,2652.116,2660.054,2651.206,2658.063,4318,0,0
2024-09-29 20:00:00,2661.794,2665.186,2659.842,2663.623,9821,0,0
2024-09-30 00:00:00,2663.66,2666.149,2647.344,2653.697,37875,0,0
2024-09-30 04:00:00,2653.653,2660.699,2650.71,2651.067,27568,0,0
2024-09-30 08:00:00,2651.03,2656.678,2634.49,2641.622,33572,0,0
2024-09-30 12:00:00,2641.603,2644.255,2628.738,2633.948,57983,0,0
2024-09-30 16:00:00,2633.954,2641.973,2624.759,2631.002,37885,0,0
2024-09-30 20:00:00,2631.043,2636.342,2630.793,2635.714,7916,0,0
2024-10-01 00:00:00,2635.74,2640.088,2633.991,2638.002,17651,0,0
2024-10-01 04:00:00,2638.035,2647.538,2637.486,2645.639,24215,0,0
2024-10-01 08:00:00,2645.673,2652.162,2642.517,2650.309,25512,0,0
2024-10-01 12:00:00,2650.349,2671.963,2648.09,2663.418,82074,0,0
2024-10-01 16:00:00,2663.383,2673.302,2657.629,2658.771,44735,0,0
2024-10-01 20:00:00,2658.81,2664.057,2657.917,2660.441,8012,0,0
2024-10-02 00:00:00,2660.47,2662.097,2655.159,2655.456,21192,0,0
2024-10-02 04:00:00,2655.431,2656.63,2644.575,2655.503,29656,0,0
2024-10-02 08:00:00,2655.562,2655.951,2648.021,2649.657,25837,0,0
2024-10-02 12:00:00,2649.699,2663.467,2641.118,2649.97,61682,0,0
2024-10-02 16:00:00,2649.998,2659.066,2647.193,2658.72,24076,0,0
2024-10-02 20:00:00,2658.702,2661.316,2658.345,2660.408,8378,0,0
2024-10-03 00:00:00,2660.379,2663.048,2653.353,2656.081,21740,0,0
2024-10-03 04:00:00,2656.046,2657.571,2643.571,2645.267,27244,0,0
2024-10-03 08:00:00,2645.289,2649.14,2641.038,2648.098,29286,0,0
2024-10-03 12:00:00,2648.064,2654.705,2638.065,2648.878,70613,0,0
2024-10-03 16:00:00,2648.922,2662.241,2648.57,2658.054,28554,0,0
2024-10-03 20:00:00,2658.089,2658.089,2654.399,2655.884,6951,0,0
2024-10-04 00:00:00,2655.88,2663.671,2655.532,2661.217,18849,0,0
2024-10-04 04:00:00,2661.208,2667.944,2658.783,2661.16,22722,0,0
2024-10-04 08:00:00,2661.13,2662.638,2656.863,2661.422,21838,0,0
2024-10-04 12:00:00,2661.399,2670.247,2632.111,2653.281,102606,0,0
2024-10-04 16:00:00,2653.307,2653.929,2641.893,2651.704,34314,0,0
2024-10-04 20:00:00,2651.737,2654.075,2649.916,2653.599,3385,0,0
2024-10-06 20:00:00,2651.655,2652.477,2649.755,2650.238,6824,0,0
2024-10-07 00:00:00,2650.183,2651.998,2643.868,2647.501,23527,0,0
2024-10-07 04:00:00,2647.479,2652.912,2639.667,2652.054,25453,0,0
2024-10-07 08:00:00,2652.096,2659.693,2650.677,2656.993,28133,0,0
2024-10-07 12:00:00,2657.029,2659.286,2637.808,2645.808,62681,0,0
2024-10-07 16:00:00,2645.767,2648.816,2639.766,2643.34,23844,0,0
2024-10-07 20:00:00,2643.304,2649.236,2641.841,2643.024,10067,0,0
2024-10-08 00:00:00,2643.042,2648.397,2633.803,2643.07,45136,0,0
2024-10-08 04:00:00,2643.002,2646.509,2631.156,2634.031,34011,0,0
2024-10-08 08:00:00,2634.047,2651.977,2628.567,2650.825,34333,0,0
2024-10-08 12:00:00,2650.819,2653.092,2604.766,2613.038,84571,0,0
2024-10-08 16:00:00,2613.105,2623.654,2605.523,2622.978,34631,0,0
2024-10-08 20:00:00,2623.01,2623.893,2618.891,2621.948,9280,0,0
2024-10-09 00:00:00,2621.948,2624.339,2614.928,2617.152,29195,0,0
2024-10-09 04:00:00,2617.115,2624.401,2609.219,2611.708,29894,0,0
2024-10-09 08:00:00,2611.749,2622.516,2610.485,2619.102,26555,0,0
2024-10-09 12:00:00,2619.141,2622.538,2605.269,2614.9,56761,0,0
2024-10-09 16:00:00,2614.941,2615.954,2605.196,2609.167,25557,0,0
2024-10-09 20:00:00,2609.218,2609.557,2606.962,2608.556,7201,0,0
2024-10-10 00:00:00,2608.518,2616.98,2605.984,2611.842,27955,0,0
2024-10-10 04:00:00,2611.804,2617.21,2610.282,2616.737,24403,0,0
2024-10-10 08:00:00,2616.775,2618.992,2611.36,2613.06,23217,0,0
2024-10-10 12:00:00,2613.093,2629.862,2602.362,2623.672,81073,0,0
2024-10-10 16:00:00,2623.699,2631.451,2616.522,2629.24,31361,0,0
2024-10-10 20:00:00,2629.215,2636.099,2628.151,2633.229,10128,0,0
2024-10-11 00:00:00,2633.241,2646.139,2632.032,2645.563,29069,0,0
2024-10-11 04:00:00,2645.59,2647.289,2638.117,2645.435,23563,0,0
2024-10-11 08:00:00,2645.397,2646.32,2636.206,2644.715,22408,0,0
2024-10-11 12:00:00,2644.679,2659.398,2640.69,2658.856,51271,0,0
2024-10-11 16:00:00,2658.864,2661.542,2655.32,2656.202,22448,0,0
2024-10-11 20:00:00,2656.24,2657.287,2654.748,2656.944,2826,0,0
2024-10-13 20:00:00,2650.187,2652.552,2646.946,2648.171,9810,0,0
2024-10-14 00:00:00,2648.211,2657.535,2643.155,2655.633,30701,0,0
2024-10-14 04:00:00,2655.633,2666.918,2655.274,2660.475,25998,0,0
2024-10-14 08:00:00,2660.476,2663.075,2651.067,2652.264,24392,0,0
2024-10-14 12:00:00,2652.254,2661.242,2644.02,2646.813,48399,0,0
2024-10-14 16:00:00,2646.875,2652.655,2645.825,2652.475,18337,0,0
2024-10-14 20:00:00,2652.517,2653.403,2646.155,2649.437,8164,0,0
2024-10-15 00:00:00,2649.499,2652.856,2644.529,2645.785,24253,0,0
2024-10-15 04:00:00,2645.823,2654.027,2638.055,2650.838,30721,0,0
2024-10-15 08:00:00,2650.82,2656.891,2645.684,2647.809,27030,0,0
2024-10-15 12:00:00,2647.806,2665.267,2646.127,2664.717,59477,0,0
2024-10-15 16:00:00,2664.753,2669.01,2659.039,2661.682,25815,0,0
2024-10-15 20:00:00,2661.72,2663.19,2660.349,2660.58,7148,0,0
2024-10-16 00:00:00,2660.578,2670.26,2658.802,2667.236,28457,0,0
2024-10-16 04:00:00,2667.2,2677.784,2665.625,2676.195,30660,0,0
2024-10-16 08:00:00,2676.193,2682.811,2673.003,2678.427,28122,0,0
2024-10-16 12:00:00,2678.392,2685.474,2667.621,2670.065,59720,0,0
2024-10-16 16:00:00,2670.023,2676.784,2666.729,2674.77,22534,0,0
2024-10-16 20:00:00,2674.815,2675.076,2673.158,2674.167,5936,0,0
2024-10-17 00:00:00,2674.202,2685.023,2674.149,2676.69,30712,0,0
2024-10-17 04:00:00,2676.743,2685.836,2676.476,2682.033,31908,0,0
2024-10-17 08:00:00,2682.061,2688.938,2677.029,2681.378,26157,0,0
2024-10-17 12:00:00,2681.338,2696.868,2673.235,2693.376,71035,0,0
2024-10-17 16:00:00,2693.445,2694.282,2684.039,2692.034,25857,0,0
2024-10-17 20:00:00,2692.086,2694.491,2691.047,2693.786,6026,0,0
2024-10-18 00:00:00,2693.749,2712.044,2692.81,2710.039,35110,0,0
2024-10-18 04:00:00,2710.024,2714.198,2702.287,2702.352,33040,0,0
2024-10-18 08:00:00,2702.361,2713.282,2701.762,2709.859,27912,0,0
2024-10-18 12:00:00,2709.888,2720.275,2705.001,2714.893,57742,0,0
2024-10-18 16:00:00,2714.926,2721.361,2713.656,2719.704,24990,0,0
2024-10-18 20:00:00,2719.745,2722.713,2719.261,2721.858,3655,0,0
2024-10-20 20:00:00,2723.172,2725.225,2720.281,2723.496,7433,0,0
2024-10-21 00:00:00,2723.537,2732.906,2721.12,2731.592,40036,0,0
2024-10-21 04:00:00,2731.594,2732.533,2723.634,2730.392,27585,0,0
2024-10-21 08:00:00,2730.402,2738.208,2727.838,2734.499,31356,0,0
2024-10-21 12:00:00,2734.538,2740.632,2716.913,2720.199,75010,0,0
2024-10-21 16:00:00,2720.173,2725.737,2714.284,2719.934,29205,0,0
2024-10-21 20:00:00,2719.89,2722.672,2718.809,2721.563,7814,0,0
2024-10-22 00:00:00,2721.563,2733.183,2720.713,2731.067,27138,0,0
2024-10-22 04:00:00,2731.049,2737.221,2729.095,2733.729,25267,0,0
2024-10-22 08:00:00,2733.697,2739.47,2729.516,2732.056,29673,0,0
2024-10-22 12:00:00,2732.09,2744.286,2731.581,2737.642,54793,0,0
2024-10-22 16:00:00,2737.601,2748.988,2737.224,2748.386,26134,0,0
2024-10-22 20:00:00,2748.434,2748.943,2745.909,2746.633,7381,0,0
2024-10-23 00:00:00,2746.637,2747.279,2737.845,2746.134,27038,0,0
2024-10-23 04:00:00,2746.134,2755.712,2745.427,2754.954,27586,0,0
2024-10-23 08:00:00,2754.993,2758.588,2749.214,2750.047,26534,0,0
2024-10-23 12:00:00,2750.012,2750.56,2708.71,2721.806,87068,0,0
2024-10-23 16:00:00,2721.772,2723.33,2712.013,2716.282,33645,0,0
2024-10-23 20:00:00,2716.316,2721.965,2714.223,2721.338,9387,0,0
2024-10-24 00:00:00,2721.299,2726.778,2717.832,2722.957,29657,0,0
2024-10-24 04:00:00,2722.962,2737.165,2722.885,2733.62,26675,0,0
2024-10-24 08:00:00,2733.693,2739.763,2732.561,2738.636,24522,0,0
2024-10-24 12:00:00,2738.544,2743.288,2722.466,2731.179,60844,0,0
2024-10-24 16:00:00,2731.171,2737.813,2725.774,2737.061,29843,0,0
2024-10-24 20:00:00,2737.141,2737.224,2733.711,2733.924,6515,0,0
2024-10-25 00:00:00,2733.965,2735.262,2724.436,2726.121,24435,0,0
2024-10-25 04:00:00,2726.157,2732.647,2723.943,2726.459,25631,0,0
2024-10-25 08:00:00,2726.544,2729.471,2717.036,2724.261,30225,0,0
2024-10-25 12:00:00,2724.288,2742.108,2723.326,2737.211,49377,0,0
2024-10-25 16:00:00,2737.173,2745.102,2733.938,2742.599,25009,0,0
2024-10-25 20:00:00,2742.641,2747.854,2742.549,2747.103,4207,0,0
2024-10-27 20:00:00,2733.523,2740.256,2730.42,2735.895,12776,0,0
2024-10-28 00:00:00,2735.863,2736.386,2724.711,2729.782,31067,0,0
2024-10-28 04:00:00,2729.761,2744.59,2729.173,2738.999,26066,0,0
2024-10-28 08:00:00,2739.006,2740.99,2727.882,2732.399,28681,0,0
2024-10-28 12:00:00,2732.392,2745.997,2731.251,2740.784,44121,0,0
2024-10-28 16:00:00,2740.751,2745.063,2740.065,2742.578,21354,0,0
2024-10-28 20:00:00,2742.544,2744.507,2739.886,2744.507,7496,0,0
2024-10-29 00:00:00,2744.459,2757.842,2743.283,2751.769,29356,0,0
2024-10-29 04:00:00,2751.76,2756.946,2748.978,2752.539,24962,0,0
2024-10-29 08:00:00,2752.579,2756.719,2746.319,2751.887,31150,0,0
2024-10-29 12:00:00,2751.886,2771.779,2748.222,2764.321,58344,0,0
