time,open,high,low,close,tick_volume,spread,real_volume
2025-03-24 02:40:00,3020.818,3020.818,3017.191,3017.849,786,0,0
2025-03-24 02:45:00,3017.869,3017.881,3013.726,3017.448,1410,0,0
2025-03-24 02:50:00,3017.447,3018.67,3016.205,3017.71,878,0,0
2025-03-24 02:55:00,3017.737,3017.864,3016.222,3016.363,604,0,0
2025-03-24 03:00:00,3016.408,3018.099,3016.213,3017.177,742,0,0
2025-03-24 03:05:00,3017.289,3017.474,3016.318,3016.697,514,0,0
2025-03-24 03:10:00,3016.752,3017.47,3016.428,3017.307,549,0,0
2025-03-24 03:15:00,3017.303,3018.085,3016.889,3017.755,525,0,0
2025-03-24 03:20:00,3017.75,3019.89,3017.75,3019.689,554,0,0
2025-03-24 03:25:00,3019.683,3019.72,3017.872,3018.122,570,0,0
2025-03-24 03:30:00,3018.08,3018.397,3017.016,3017.286,546,0,0
2025-03-24 03:35:00,3017.285,3018.442,3015.742,3018.296,727,0,0
2025-03-24 03:40:00,3018.309,3018.704,3017.156,3018.113,469,0,0
2025-03-24 03:45:00,3018.111,3018.663,3016.924,3017.073,356,0,0
2025-03-24 03:50:00,3017.042,3018.06,3016.908,3017.661,433,0,0
2025-03-24 03:55:00,3017.643,3018.044,3016.597,3017.043,429,0,0
2025-03-24 04:00:00,3017.082,3017.713,3016.604,3017.614,445,0,0
2025-03-24 04:05:00,3017.617,3018.644,3017.215,3018.198,331,0,0
2025-03-24 04:10:00,3018.14,3018.331,3017.478,3018.037,516,0,0
2025-03-24 04:15:00,3018.047,3019.244,3017.444,3019.232,421,0,0
2025-03-24 04:20:00,3019.196,3019.522,3017.706,3017.715,366,0,0
2025-03-24 04:25:00,3017.752,3018.268,3017.45,3018.068,295,0,0
2025-03-24 04:30:00,3018.034,3018.53,3017.482,3017.593,244,0,0
2025-03-24 04:35:00,3017.602,3018.413,3017.307,3018.183,275,0,0
2025-03-24 04:40:00,3018.187,3018.422,3017.592,3018.292,286,0,0
2025-03-24 04:45:00,3018.291,3018.611,3017.905,3018.044,356,0,0
2025-03-24 04:50:00,3018.097,3019.638,3017.852,3019.457,347,0,0
2025-03-24 04:55:00,3019.458,3020.152,3018.914,3019.573,641,0,0
2025-03-24 05:00:00,3019.534,3020.099,3019.076,3019.113,563,0,0
2025-03-24 05:05:00,3019.196,3022.377,3019.162,3021.887,390,0,0
2025-03-24 05:10:00,3021.87,3023.11,3021.87,3022.568,455,0,0
2025-03-24 05:15:00,3022.584,3022.828,3022.188,3022.325,318,0,0
2025-03-24 05:20:00,3022.336,3023.046,3022.205,3022.396,323,0,0
2025-03-24 05:25:00,3022.402,3023.282,3022.125,3022.763,436,0,0
2025-03-24 05:30:00,3022.808,3023.221,3021.494,3021.932,793,0,0
2025-03-24 05:35:00,3022.001,3022.111,3021.254,3021.643,577,0,0
2025-03-24 05:40:00,3021.6,3022.252,3021.225,3021.338,636,0,0
2025-03-24 05:45:00,3021.386,3021.398,3020.324,3020.743,547,0,0
2025-03-24 05:50:00,3020.767,3021.127,3020.339,3020.815,396,0,0
2025-03-24 05:55:00,3020.887,3022.727,3020.887,3022.16,542,0,0
2025-03-24 06:00:00,3022.055,3022.607,3021.202,3022.198,496,0,0
2025-03-24 06:05:00,3022.283,3022.736,3020.595,3020.875,551,0,0
2025-03-24 06:10:00,3020.84,3020.926,3017.936,3018.529,705,0,0
2025-03-24 06:15:00,3018.527,3020.439,3017.364,3020.283,640,0,0
2025-03-24 06:20:00,3020.331,3022.24,3020.006,3021.534,456,0,0
2025-03-24 06:25:00,3021.509,3022.583,3021.474,3022.432,383,0,0
2025-03-24 06:30:00,3022.425,3023.393,3021.98,3022.196,503,0,0
2025-03-24 06:35:00,3022.191,3023.459,3021.731,3023.279,535,0,0
2025-03-24 06:40:00,3023.345,3024.956,3022.827,3024.731,494,0,0
2025-03-24 06:45:00,3024.77,3025.408,3024.602,3025.18,391,0,0
2025-03-24 06:50:00,3025.164,3025.796,3024.717,3025.262,459,0,0
2025-03-24 06:55:00,3025.287,3025.515,3024.791,3025.122,365,0,0
2025-03-24 07:00:00,3025.083,3025.533,3024.24,3024.24,805,0,0
2025-03-24 07:05:00,3024.278,3026.564,3024.01,3025.892,629,0,0
2025-03-24 07:10:00,3025.914,3026.197,3025.287,3025.623,468,0,0
2025-03-24 07:15:00,3025.595,3026.46,3024.804,3026.392,516,0,0
2025-03-24 07:20:00,3026.489,3028.994,3026.339,3026.52,794,0,0
2025-03-24 07:25:00,3026.553,3027.294,3024.402,3025.155,902,0,0
2025-03-24 07:30:00,3025.179,3025.341,3023.169,3023.169,644,0,0
2025-03-24 07:35:00,3023.176,3023.229,3021.534,3022.183,677,0,0
2025-03-24 07:40:00,3022.169,3022.895,3021.595,3022.664,603,0,0
2025-03-24 07:45:00,3022.691,3022.909,3021.578,3021.799,652,0,0
2025-03-24 07:50:00,3021.784,3022.607,3021.027,3022.142,561,0,0
2025-03-24 07:55:00,3022.161,3023.357,3021.266,3022.441,827,0,0
2025-03-24 08:00:00,3022.409,3023.156,3021.919,3022.802,759,0,0
2025-03-24 08:05:00,3022.79,3025.398,3022.79,3024.218,819,0,0
2025-03-24 08:10:00,3024.252,3025.294,3024.052,3024.821,611,0,0
2025-03-24 08:15:00,3024.81,3024.983,3023.57,3023.998,619,0,0
2025-03-24 08:20:00,3024.019,3025.007,3023.166,3024.554,501,0,0
2025-03-24 08:25:00,3024.592,3024.968,3022.381,3023.42,599,0,0
2025-03-24 08:30:00,3023.412,3026.703,3022.736,3025.575,920,0,0
2025-03-24 08:35:00,3025.56,3026.317,3024.815,3025.401,629,0,0
2025-03-24 08:40:00,3025.419,3027.807,3025.356,3027.116,689,0,0
2025-03-24 08:45:00,3027.132,3028.329,3026.928,3028.078,686,0,0
2025-03-24 08:50:00,3028.041,3029.007,3027.732,3028.645,637,0,0
2025-03-24 08:55:00,3028.646,3028.999,3028.019,3028.828,665,0,0
2025-03-24 09:00:00,3028.907,3029.97,3028.551,3029.8,569,0,0
2025-03-24 09:05:00,3029.789,3030.868,3028.984,3030.007,729,0,0
2025-03-24 09:10:00,3030.093,3031.072,3029.955,3030.378,607,0,0
2025-03-24 09:15:00,3030.337,3030.803,3028.412,3029.447,659,0,0
2025-03-24 09:20:00,3029.496,3030.233,3028.762,3030.062,573,0,0
2025-03-24 09:25:00,3030.059,3030.813,3028.381,3029.278,746,0,0
2025-03-24 09:30:00,3029.289,3029.665,3028.575,3029.228,463,0,0
2025-03-24 09:35:00,3029.231,3029.231,3026.369,3026.393,549,0,0
2025-03-24 09:40:00,3026.369,3026.566,3023.994,3024.963,574,0,0
2025-03-24 09:45:00,3024.926,3025.087,3023.506,3023.872,679,0,0
2025-03-24 09:50:00,3023.894,3024.024,3022.76,3023.148,586,0,0
2025-03-24 09:55:00,3023.164,3024.298,3022.763,3023.694,669,0,0
2025-03-24 10:00:00,3023.742,3025.553,3023.456,3025.187,820,0,0
